horse_id,target_race_id,source_race_id,source_date,race_first_prize,normalized_source_class,baseline_used,filter_a_used,filter_b_used,reason
2020100060,2026-0704-02-01-07-10,2023-0422-03-01-05-07,2023-04-22,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2023-0422-05-02-01-09,2023-04-22,00107000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2023-0507-05-02-06-04,2023-05-07,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2023-0521-05-02-10-04,2023-05-21,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2023-0611-05-03-04-03,2023-06-11,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2023-0618-05-03-06-07,2023-06-18,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2023-0624-05-03-07-12,2023-06-24,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2023-0701-03-02-01-09,2023-07-01,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2023-0709-03-02-04-07,2023-07-09,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2023-0709-03-02-04-09,2023-07-09,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2023-0722-03-02-07-09,2023-07-22,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2023-0723-03-02-08-08,2023-07-23,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2023-0806-01-01-06-02,2023-08-06,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2023-0806-04-02-04-07,2023-08-06,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2023-0820-01-02-04-03,2023-08-20,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2023-0827-04-03-06-07,2023-08-27,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2023-0902-04-03-07-12,2023-09-02,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2023-0903-01-02-08-05,2023-09-03,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2023-0916-06-04-03-12,2023-09-16,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021105715,2026-0704-02-01-07-07,2023-0923-09-04-06-05,2023-09-23,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2023-1007-05-04-01-08,2023-10-07,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2023-1008-05-04-02-08,2023-10-08,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2023-1014-05-04-04-08,2023-10-14,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2023-1015-05-04-05-07,2023-10-15,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2023-1021-08-02-06-04,2023-10-21,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2023-1028-04-04-05-09,2023-10-28,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2023-1029-05-04-09-05,2023-10-29,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2023-1111-03-03-03-08,2023-11-11,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2023-1119-03-03-06-03,2023-11-19,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2023-1125-05-05-07-03,2023-11-25,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2023-1228-06-05-09-02,2023-12-28,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021105931,2026-0704-02-01-07-10,2024-0106-08-01-01-04,2024-01-06,00062000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2024-0113-06-01-04-07,2024-01-13,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0113-10-01-01-06,2024-01-13,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-0120-06-01-06-12,2024-01-20,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0120-10-01-03-10,2024-01-20,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-0203-05-01-03-07,2024-02-03,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0217-10-02-03-09,2024-02-17,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021105931,2026-0704-02-01-07-10,2024-0224-09-01-01-02,2024-02-24,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-0225-06-02-02-07,2024-02-25,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2024-0302-10-02-07-10,2024-03-02,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0303-10-02-08-09,2024-03-03,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2024-0310-06-02-06-06,2024-03-10,00078000,1勝以上,1,1,0,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2024-0310-07-01-02-03,2024-03-10,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2024-0316-06-02-07-04,2024-03-16,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-0323-06-03-01-07,2024-03-23,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2024-0323-07-01-05-02,2024-03-23,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0324-07-01-06-07,2024-03-24,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2024-0331-06-03-04-06,2024-03-31,00078000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0407-03-01-02-08,2024-04-07,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2024-0407-06-03-06-08,2024-04-07,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-0420-05-02-01-07,2024-04-20,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2024-0420-08-03-01-05,2024-04-20,00078000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0421-03-01-06-09,2024-04-21,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2024-0421-05-02-02-04,2024-04-21,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2024-0505-08-03-06-10,2024-05-05,00200000,L,1,1,1,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2024-0511-05-02-07-04,2024-05-11,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021105931,2026-0704-02-01-07-10,2024-0519-08-03-10-06,2024-05-19,00078000,1勝以上,1,1,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2024-0602-05-03-02-03,2024-06-02,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2024-0608-02-01-01-07,2024-06-08,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0608-02-01-01-09,2024-06-08,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021105931,2026-0704-02-01-07-10,2024-0609-08-04-04-07,2024-06-09,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2024-0622-02-01-05-09,2024-06-22,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0623-02-01-06-07,2024-06-23,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2024-0629-03-02-01-03,2024-06-29,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2024-0629-03-02-01-08,2024-06-29,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2024-0630-02-01-08-05,2024-06-30,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2024-0706-02-01-09-09,2024-07-06,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2022104973,2026-0704-02-01-07-08,2024-0707-10-03-04-05,2024-07-07,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0713-02-01-11-07,2024-07-13,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2024-0714-03-02-06-05,2024-07-14,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2022105443,2026-0704-02-01-07-10,2024-0720-01-01-01-05,2024-07-20,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2024-0720-01-01-01-09,2024-07-20,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2024-0720-03-02-07-04,2024-07-20,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0727-01-01-03-09,2024-07-27,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2024-0728-01-01-04-05,2024-07-28,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2024-0803-01-01-05-08,2024-08-03,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2024-0810-01-02-01-01,2024-08-10,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0810-01-02-01-08,2024-08-10,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2024-0811-01-02-02-08,2024-08-11,00160000,2勝以上,1,1,1,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2024-0811-04-03-02-03,2024-08-11,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2024-0811-04-03-02-08,2024-08-11,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-0818-01-02-04-07,2024-08-18,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-0824-01-02-05-09,2024-08-24,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2024-0824-07-02-05-12,2024-08-24,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-0901-01-02-08-07,2024-09-01,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104973,2026-0704-02-01-07-08,2024-0907-07-03-01-03,2024-09-07,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022105443,2026-0704-02-01-07-10,2024-0914-07-03-03-01,2024-09-14,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2024-0916-06-04-05-09,2024-09-16,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2024-0916-07-03-05-08,2024-09-16,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104601,2026-0704-02-01-07-10,2024-0921-06-04-06-03,2024-09-21,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2024-0921-06-04-06-07,2024-09-21,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2024-0922-07-03-07-05,2024-09-22,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2024-0928-06-04-08-09,2024-09-28,00160000,2勝以上,1,1,1,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-1005-04-04-01-10,2024-10-05,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2024-1006-04-04-02-07,2024-10-06,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2024-1006-05-04-02-01,2024-10-06,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2024-1006-05-04-02-03,2024-10-06,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2024-1006-05-04-02-07,2024-10-06,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022105443,2026-0704-02-01-07-10,2024-1006-08-05-02-01,2024-10-06,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2024-1006-08-05-02-03,2024-10-06,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2022105443,2026-0704-02-01-07-10,2024-1019-08-05-05-01,2024-10-19,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2024-1020-04-04-06-02,2024-10-20,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-1026-04-04-07-09,2024-10-26,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2024-1026-05-04-07-01,2024-10-26,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2024-1027-08-05-08-02,2024-10-27,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2024-1102-03-03-01-08,2024-11-02,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022105162,2026-0704-02-01-07-07,2024-1109-05-05-03-06,2024-11-09,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2024-1110-03-03-04-03,2024-11-10,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-1110-03-03-04-08,2024-11-10,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2024-1116-05-05-05-03,2024-11-16,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2024-1117-05-05-06-09,2024-11-17,00114000,2勝以上,1,1,1,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2024-1123-05-05-07-06,2024-11-23,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104903,2026-0704-02-01-07-10,2024-1124-08-06-08-04,2024-11-24,00072000,1勝以上,1,1,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2024-1130-06-05-01-09,2024-11-30,00107000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-1130-07-04-01-08,2024-11-30,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2024-1130-08-07-01-02,2024-11-30,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022104601,2026-0704-02-01-07-10,2024-1201-06-05-02-02,2024-12-01,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2024-1207-07-04-03-06,2024-12-07,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2024-1214-06-05-05-08,2024-12-14,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022105162,2026-0704-02-01-07-07,2024-1214-06-05-05-09,2024-12-14,00107000,1勝以上,1,1,0,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2024-1215-08-07-06-02,2024-12-15,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2024-1221-06-05-07-09,2024-12-21,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2022104973,2026-0704-02-01-07-08,2024-1221-08-07-07-04,2024-12-21,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2024-1221-08-07-07-04,2024-12-21,00055000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2024-1228-06-05-09-07,2024-12-28,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021105715,2026-0704-02-01-07-07,2024-1228-08-07-09-07,2024-12-28,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2025-0106-06-01-02-12,2025-01-06,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2025-0106-06-01-02-12,2025-01-06,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2025-0111-06-01-03-09,2025-01-11,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2025-0111-06-01-03-10,2025-01-11,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2025-0112-07-01-04-12,2025-01-12,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104973,2026-0704-02-01-07-08,2025-0118-07-01-06-05,2025-01-18,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2025-0118-07-01-06-05,2025-01-18,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2025-0125-06-01-08-10,2025-01-25,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-0125-10-01-01-07,2025-01-25,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2025-0125-10-01-01-12,2025-01-25,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2025-0126-06-01-09-06,2025-01-26,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2025-0126-06-01-09-09,2025-01-26,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2025-0126-06-01-09-12,2025-01-26,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104601,2026-0704-02-01-07-10,2025-0201-05-01-01-04,2025-02-01,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102905,2026-0704-02-01-07-10,2025-0201-08-01-01-05,2025-02-01,00062000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0201-10-01-03-02,2025-02-01,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022104973,2026-0704-02-01-07-08,2025-0201-10-01-03-07,2025-02-01,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2025-0202-08-01-02-12,2025-02-02,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104903,2026-0704-02-01-07-10,2025-0202-10-01-04-08,2025-02-02,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2025-0208-05-01-03-04,2025-02-08,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022105162,2026-0704-02-01-07-07,2025-0208-05-01-03-09,2025-02-08,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2025-0208-10-01-05-08,2025-02-08,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-0208-10-01-05-09,2025-02-08,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021105931,2026-0704-02-01-07-10,2025-0209-08-01-04-07,2025-02-09,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2025-0209-10-01-06-08,2025-02-09,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2025-0215-10-01-07-01,2025-02-15,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2025-0215-10-01-07-05,2025-02-15,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2025-0216-05-01-06-04,2025-02-16,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0222-08-01-07-05,2025-02-22,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2025-0222-10-01-09-08,2025-02-22,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2025-0223-05-01-08-05,2025-02-23,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2025-0223-10-01-10-01,2025-02-23,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2025-0223-10-01-10-09,2025-02-23,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2025-0301-06-02-01-04,2025-03-01,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022106645,2026-0704-02-01-07-09,2025-0301-06-02-01-05,2025-03-01,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-0301-10-01-11-09,2025-03-01,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2022105162,2026-0704-02-01-07-07,2025-0302-09-01-02-11,2025-03-02,00520000,G2,1,1,1,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2025-0302-10-01-12-05,2025-03-02,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2025-0302-10-01-12-06,2025-03-02,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2025-0302-10-01-12-12,2025-03-02,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021105931,2026-0704-02-01-07-10,2025-0309-09-01-04-08,2025-03-09,00114000,2勝以上,1,1,1,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2025-0315-06-02-05-02,2025-03-15,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
