race_id,horse_id,actual_rank,odds,CA_rank,CB_rank,CA_probability,CB_probability,rank_change
2026-0705-02-01-08-02,2023106253,12,562.0,4,3,0.07286267979752226,0.0720176176699534,1
2026-0705-02-01-08-02,2023103574,3,60.0,3,4,0.0753250615248485,0.06856178683758,-1
2026-0705-02-01-08-02,2023106606,6,84.0,5,5,0.05117819826976322,0.059335881453490044,0
2026-0705-02-01-08-02,2023102282,4,513.0,6,6,0.04453215344512595,0.0437974733412613,0
2026-0705-02-01-08-02,2023102436,11,321.0,7,7,0.036640652025044476,0.03836532455163619,0
2026-0705-02-01-08-02,2023102476,7,890.0,8,8,0.032309247740906266,0.03267477568195128,0
2026-0705-02-01-08-02,2023102399,10,103.0,9,9,0.030466492251448027,0.03244435207466911,0
2026-0705-02-01-08-02,2023103857,5,676.0,10,10,0.01859604612876766,0.02076028173385996,0
2026-0705-02-01-08-02,2023102999,8,275.0,12,11,0.015286285946786585,0.015876416478151942,1
2026-0705-02-01-08-02,2023101370,9,1466.0,11,12,0.015918303879827077,0.015148981728602047,-1
2026-0705-02-01-08-03,2023110069,3,23.0,1,1,0.1491632857119797,0.1573154344104254,0
2026-0705-02-01-08-03,2023102517,5,171.0,2,2,0.09931998275094861,0.08977954727158627,0
2026-0705-02-01-08-03,2023100362,2,31.0,3,3,0.0817642574502133,0.08302601873980053,0
2026-0705-02-01-08-03,2023106958,12,71.0,4,4,0.07503644153993723,0.07051348150576466,0
2026-0705-02-01-08-03,2023104420,1,446.0,5,5,0.059539213453537194,0.06161426969218972,0
2026-0705-02-01-08-03,2023102386,7,184.0,7,6,0.05423244228719214,0.056730853696147415,1
2026-0705-02-01-08-03,2023107316,8,76.0,6,7,0.057399774289404445,0.0554494726184917,-1
2026-0705-02-01-08-03,2023101563,4,781.0,8,8,0.04535525981978048,0.04994178625353027,0
2026-0705-02-01-08-03,2023105553,6,1052.0,9,9,0.029300102060095347,0.023909643537383774,0
2026-0705-02-01-08-03,2023109058,9,607.0,11,10,0.011473391440408444,0.01339408827707779,1
2026-0705-02-01-08-03,2023102435,10,1154.0,10,11,0.012865332033293101,0.012466923508206995,-1
2026-0705-02-01-08-03,2023107544,14,2067.0,12,12,0.01022099926459217,0.01134296679777802,0
2026-0705-02-01-08-03,2023102492,13,1299.0,13,13,0.00938087230180556,0.010814894964910771,0
2026-0705-02-01-08-03,2023110096,11,283.0,14,14,0.008572200337758623,0.008778749360265606,0
2026-0705-02-01-08-04,2023105952,6,68.0,2,1,0.2552426411046786,0.27347368449394993,1
2026-0705-02-01-08-04,2023103400,5,71.0,1,2,0.2785754574880933,0.2534699244790884,-1
2026-0705-02-01-08-04,2023105817,1,61.0,4,3,0.1769867731516167,0.18909988256077534,1
2026-0705-02-01-08-04,2023105116,9,41.0,3,4,0.1944230577951332,0.18513428648494534,-1
2026-0705-02-01-08-04,2023106420,4,49.0,5,5,0.16077504723350766,0.1476338590670704,0
2026-0705-02-01-08-04,2023100924,2,98.0,6,6,0.14224768460435955,0.13469893253080328,0
2026-0705-02-01-08-04,2023101227,15,199.0,7,7,0.09525336852065369,0.09198747333599235,0
2026-0705-02-01-08-04,2023103535,8,142.0,9,8,0.05881971403857841,0.0600364703467393,1
2026-0705-02-01-08-04,2023105416,3,198.0,8,9,0.06498593253196601,0.057444718744073184,-1
2026-0705-02-01-08-04,2023102456,7,182.0,10,10,0.05133967786206581,0.051491251891083285,0
2026-0705-02-01-08-04,2023105803,14,787.0,11,11,0.040936900344697276,0.03911383371751653,0
2026-0705-02-01-08-04,2023104000,16,1683.0,12,12,0.03449109812169956,0.03823120055506811,0
2026-0705-02-01-08-04,2023105950,11,1711.0,13,13,0.020257952491210356,0.020989816117201913,0
2026-0705-02-01-08-04,2023101761,13,2198.0,14,14,0.014029152723163836,0.016663263709836038,0
2026-0705-02-01-08-04,2023100573,10,3922.0,15,15,0.012573051794084151,0.011604371288160826,0
2026-0705-02-01-08-04,2023103430,12,3644.0,16,16,0.007865924478500503,0.008913307133003647,0
2026-0705-02-01-08-05,2024106438,1,13.0,1,1,0.12636352032513454,0.12872941367401136,0
2026-0705-02-01-08-05,2024106180,2,60.0,2,2,0.12636352032513454,0.12872941367401136,0
2026-0705-02-01-08-05,2024107390,3,61.0,3,3,0.12636352032513454,0.12872941367401136,0
2026-0705-02-01-08-05,2024106326,5,130.0,4,4,0.12636352032513454,0.12872941367401136,0
2026-0705-02-01-08-05,2024104687,4,97.0,5,5,0.12636352032513454,0.12872941367401136,0
2026-0705-02-01-08-06,2023103888,3,23.0,1,1,0.30342154000051125,0.29877179197734427,0
2026-0705-02-01-08-06,2023102695,2,45.0,2,2,0.22956974090578677,0.22524039308532234,0
2026-0705-02-01-08-06,2023102128,5,111.0,3,3,0.13806183593544338,0.1326333458433384,0
2026-0705-02-01-08-06,2023106517,6,296.0,6,4,0.10851908899676416,0.12307976348511379,2
2026-0705-02-01-08-06,2023105521,1,56.0,5,5,0.11190940661885808,0.12094033164042471,0
2026-0705-02-01-08-06,2023104486,8,115.0,7,6,0.1064619827854059,0.11711773765597137,1
2026-0705-02-01-08-06,2023102310,9,115.0,4,7,0.11393744353167395,0.1131859449329777,-3
2026-0705-02-01-08-06,2023105857,4,324.0,8,8,0.04201337478914944,0.033733800809454165,0
2026-0705-02-01-08-06,2023104371,13,269.0,9,9,0.03477334359135402,0.03068600459944939,0
2026-0705-02-01-08-06,2023102915,7,910.0,12,10,0.017840146105236286,0.02587963816021322,2
2026-0705-02-01-08-06,2023104846,16,2138.0,11,11,0.020808749443482637,0.021977221414357782,0
2026-0705-02-01-08-06,2023102802,11,217.0,10,12,0.021984882892084785,0.02163607924158691,-2
2026-0705-02-01-08-06,2023104926,14,3012.0,13,13,0.01739659942635575,0.01791350058028948,0
2026-0705-02-01-08-06,2023100622,10,3698.0,14,14,0.013902840292859875,0.015699982720016742,0
2026-0705-02-01-08-06,2023101366,15,6424.0,15,15,0.01300745612588708,0.013973771169089747,0
2026-0705-02-01-08-06,2023105374,12,4237.0,16,16,0.012602546345031024,0.012407519125283307,0
2026-0705-02-01-08-07,2023104849,5,26.0,1,1,0.187680150356503,0.18027298448681217,0
2026-0705-02-01-08-07,2021101624,2,53.0,3,2,0.1067521870080133,0.10576446180143421,1
2026-0705-02-01-08-07,2023101106,4,64.0,2,3,0.11794936729361978,0.10043257774878976,-1
2026-0705-02-01-08-07,2021104455,3,57.0,4,4,0.10100965089387949,0.09006920627532376,0
2026-0705-02-01-08-07,2022100091,1,33.0,5,5,0.06480922533357808,0.06788288577853827,0
2026-0705-02-01-08-07,2022101819,9,449.0,6,6,0.02419689014773556,0.026745161438429386,0
2026-0705-02-01-08-07,2023102305,8,862.0,7,7,0.020335671943081404,0.022104571733960125,0
2026-0705-02-01-08-07,2017104266,7,1000.0,9,8,0.01464080149130414,0.014818115423529253,1
2026-0705-02-01-08-07,2022106420,6,1650.0,8,9,0.014697172390943609,0.01408191105418851,-1
2026-0705-02-01-08-08,2022104847,5,36.0,1,1,0.28322552964771336,0.2825744181909006,0
2026-0705-02-01-08-08,2023102313,1,21.0,2,2,0.2236009932087372,0.241171643135303,0
2026-0705-02-01-08-08,2021104945,2,55.0,3,3,0.17175344094857387,0.17412039017533323,0
2026-0705-02-01-08-08,2023102432,4,68.0,4,4,0.12639907456652988,0.1350744078373577,0
2026-0705-02-01-08-08,2022102378,3,85.0,5,5,0.0745083469792038,0.06331376051654412,0
2026-0705-02-01-08-08,2021106070,6,359.0,6,6,0.057861263541377835,0.05043320313945101,0
2026-0705-02-01-08-08,2022101315,8,580.0,7,7,0.02539469541076429,0.03557139759925132,0
2026-0705-02-01-08-08,2022110012,7,355.0,8,8,0.015814994082258522,0.014086358306473699,0
2026-0705-02-01-08-09,2022103594,1,86.0,1,1,0.17844211187917258,0.17857092490281581,0
2026-0705-02-01-08-09,2023100617,3,29.0,2,2,0.17836342822777498,0.17848487842574284,0
2026-0705-02-01-08-09,2023105347,5,45.0,3,3,0.08840319032019692,0.0766874605477097,0
2026-0705-02-01-08-09,2022100632,4,51.0,6,4,0.06511986312904319,0.07400894684138488,2
2026-0705-02-01-08-09,2022105583,8,504.0,4,5,0.07334078390949524,0.07182136241215084,-1
2026-0705-02-01-08-09,2022106351,6,119.0,7,6,0.05898065320455092,0.06386987964928192,1
2026-0705-02-01-08-09,2022106389,9,252.0,5,7,0.06515777817358168,0.06334783151821999,-2
2026-0705-02-01-08-09,2022103151,12,290.0,8,8,0.05033471569755755,0.0583903516529879,0
2026-0705-02-01-08-09,2022105718,13,168.0,10,9,0.04295379723678421,0.04881364376394224,1
2026-0705-02-01-08-09,2020106519,16,216.0,9,10,0.04770717392595568,0.04314952930424138,-1
2026-0705-02-01-08-09,2022104174,2,654.0,11,11,0.040750328256567894,0.03918739440337975,0
2026-0705-02-01-08-09,2023103293,11,263.0,12,12,0.02678304951318237,0.02686097483177849,0
2026-0705-02-01-08-09,2021103005,10,407.0,13,13,0.022769966661383832,0.021058043034087225,0
2026-0705-02-01-08-09,2020103632,7,1213.0,14,14,0.0163491886099244,0.016161083226405616,0
2026-0705-02-01-08-09,2020106623,15,1842.0,16,15,0.01170900575165645,0.012692566310107687,1
2026-0705-02-01-08-09,2020104983,14,1699.0,15,16,0.01188227703116495,0.011992878310536349,-1
2026-0705-02-01-08-10,2023101116,11,123.0,2,1,0.19899375420340482,0.21592476198881497,1
2026-0705-02-01-08-10,2022103406,4,84.0,1,2,0.20402220867707427,0.19122698851817072,-1
2026-0705-02-01-08-10,2022102199,1,18.0,3,3,0.16803301961060355,0.181043752170673,0
2026-0705-02-01-08-10,2020103208,5,173.0,4,4,0.13593649005569447,0.1450831825482467,0
2026-0705-02-01-08-10,2021105784,6,228.0,5,5,0.10585600104293072,0.11703008204575173,0
2026-0705-02-01-08-10,2022105839,2,77.0,7,6,0.08119295944233587,0.0979819081854115,1
2026-0705-02-01-08-10,2022104692,3,74.0,6,7,0.09599692899754589,0.09731773671886555,-1
2026-0705-02-01-08-10,2019105051,10,702.0,8,8,0.05673565241857441,0.048229136355234466,0
2026-0705-02-01-08-10,2022106624,9,125.0,9,9,0.04369312507662563,0.03806960442485297,0
2026-0705-02-01-08-10,2021105285,7,380.0,11,10,0.028316073356491483,0.03098011779764254,1
2026-0705-02-01-08-10,2022104856,8,555.0,10,11,0.03239957436714848,0.028632392252061073,-1
2026-0705-02-01-08-11,2022105028,5,42.0,1,1,0.26223472393983077,0.256057667714285,0
2026-0705-02-01-08-11,2022104877,10,108.0,2,2,0.2542011780325076,0.23157541009626728,0
2026-0705-02-01-08-11,2021102009,7,45.0,3,3,0.13463996298724643,0.13524212155980364,0
2026-0705-02-01-08-11,2022103614,3,63.0,4,4,0.10019835353420288,0.10919706502421891,0
2026-0705-02-01-08-11,2021103306,11,50.0,6,5,0.08038196051828785,0.07655884760469062,1
2026-0705-02-01-08-11,2021103717,2,136.0,5,6,0.08570932158310564,0.07333833473111039,-1
2026-0705-02-01-08-11,2021104416,1,51.0,7,7,0.055477940136912145,0.0595063950801365,0
2026-0705-02-01-08-11,2018100664,6,1069.0,8,8,0.05062187677437599,0.04934470591627802,0
2026-0705-02-01-08-11,2020106873,4,316.0,9,9,0.045007459135613444,0.03995841087444441,0
2026-0705-02-01-08-11,2021104824,9,623.0,10,10,0.04009701530876504,0.03760467159059634,0
2026-0705-02-01-08-11,2019101324,8,377.0,11,11,0.02710679797839077,0.029383474866260022,0
2026-0705-02-01-08-12,2022101405,1,23.0,1,1,0.33833449010783023,0.28497036383700786,0
2026-0705-02-01-08-12,2023102032,8,26.0,2,2,0.11571245371746643,0.11408088968587281,0
2026-0705-02-01-08-12,2022104440,2,76.0,3,3,0.11288019803305659,0.10178018089737667,0
2026-0705-02-01-08-12,2022110039,3,85.0,4,4,0.10704739929296292,0.0930376644658806,0
2026-0705-02-01-08-12,2022105415,4,146.0,5,5,0.07685440469762454,0.07040864560231538,0
2026-0705-02-01-08-12,2021110014,5,104.0,6,6,0.06798326398441223,0.06966025701125364,0
2026-0705-02-01-08-12,2023106197,7,631.0,7,7,0.025017521313558402,0.025393457985009738,0
2026-0705-02-01-08-12,2023106823,10,856.0,8,8,0.015854599504151804,0.014876536499641293,0
2026-0705-02-01-08-12,2023102801,6,1440.0,9,9,0.01069478002536637,0.01156599052535573,0
2026-0705-02-01-08-12,2019110122,9,1207.0,10,10,0.010060968727236125,0.010553509545163816,0
2026-0705-03-02-04-01,2023104394,5,40.0,1,1,0.0983121548373807,0.1033504878461487,0
2026-0705-03-02-04-01,2023103588,10,49.0,3,2,0.05487628891978807,0.05755113523523243,1
2026-0705-03-02-04-01,2023103469,3,43.0,2,3,0.055056322566779704,0.054983273899696594,-1
2026-0705-03-02-04-01,2023106936,1,80.0,4,4,0.04987992528893571,0.05065102541706134,0
2026-0705-03-02-04-01,2023105047,11,199.0,5,5,0.0482141957862461,0.048989692346189107,0
2026-0705-03-02-04-01,2023103177,14,329.0,6,6,0.0482141957862461,0.048989692346189107,0
2026-0705-03-02-04-01,2023105596,4,80.0,7,7,0.04023743547356783,0.04132668457964786,0
2026-0705-03-02-04-01,2023101367,2,123.0,8,8,0.03767839346738443,0.03793601363924274,0
2026-0705-03-02-04-01,2023104810,9,109.0,9,9,0.02809782681464949,0.028831424681778857,0
2026-0705-03-02-04-01,2023101731,6,549.0,10,10,0.017340711409576666,0.01763675101918609,0
2026-0705-03-02-04-01,2023101369,13,685.0,13,11,0.01042644357751594,0.010946884828962965,2
2026-0705-03-02-04-01,2023101564,7,1128.0,12,12,0.010838258451383177,0.01092502096153052,0
2026-0705-03-02-04-01,2023101718,12,792.0,11,13,0.01101195001231958,0.010903110955487686,-2
2026-0705-03-02-04-01,2023103145,15,1370.0,14,14,0.007998413453987814,0.009547671859969208,0
2026-0705-03-02-04-01,2023103510,8,1736.0,15,15,0.00792867836778467,0.008188108522824948,0
2026-0705-03-02-04-02,2023101149,9,35.0,1,1,0.1747870001626487,0.18369551728142514,0
2026-0705-03-02-04-02,2023104434,3,33.0,2,2,0.1372822806242712,0.13278773737054528,0
2026-0705-03-02-04-02,2023104714,5,165.0,4,3,0.08538439525674614,0.08863648575543893,1
2026-0705-03-02-04-02,2023104505,1,54.0,3,4,0.0884788529229166,0.0852015858430003,-1
2026-0705-03-02-04-02,2023106299,2,146.0,5,5,0.049164496533750164,0.06330063288597099,0
2026-0705-03-02-04-02,2023105049,6,192.0,6,6,0.03864343025559285,0.04242598192630007,0
2026-0705-03-02-04-02,2023102805,8,143.0,9,7,0.025517671900903992,0.031925794617318926,2
2026-0705-03-02-04-02,2023105570,11,151.0,7,8,0.03129143619584775,0.030850153659913174,-1
2026-0705-03-02-04-02,2023106598,7,925.0,8,9,0.029081512540393782,0.02973327457925606,-1
2026-0705-03-02-04-02,2023105780,15,206.0,10,10,0.017978807800733947,0.021007140638123624,0
2026-0705-03-02-04-02,2023103049,10,639.0,11,11,0.015151784448750143,0.01671410634030722,0
2026-0705-03-02-04-02,2023104484,4,700.0,12,12,0.013819713852645124,0.013902680605855595,0
2026-0705-03-02-04-02,2023100097,14,2684.0,13,13,0.012416837356791506,0.01190124263777156,0
2026-0705-03-02-04-02,2023103100,13,167.0,14,14,0.010688163886174815,0.011424204976277655,0
2026-0705-03-02-04-02,2023102803,12,535.0,15,15,0.007843892132833197,0.007617818543896052,0
