horse_id,horse_name,races,first_date,last_date,bets,wins_when_bet,total_staked,total_return,avg_pred_prob,avg_odds,avg_popularity,mean_prediction_rank,last_race_id,last_actual_rank,roi
2022103517.0,シュエットアムール,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0082279377126358,2851.0,10.0,10.0,2026-0830-07-03-04-10,9.0,
2022103515.0,ユウェンタース,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0259164420573943,94.0,5.0,9.0,2026-0823-01-02-02-10,6.0,
2022103494.0,スイートオレンジ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0296763997090654,288.0,9.0,11.0,2026-0830-07-03-04-08,5.0,
2022103485.0,アスコットアイ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0244597970799359,543.0,10.0,10.0,2026-0830-01-02-04-07,8.0,
2022103482.0,ステラノヴァ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0397757110563372,287.0,6.0,7.0,2026-0830-01-02-04-07,2.0,
2022104000.0,ディベルティスマン,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.103584744001935,165.0,7.0,4.0,2026-0830-01-02-04-12,4.0,
2022104062.0,カージオイド,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.0394740371558692,120.0,5.0,9.0,2026-0829-01-02-03-09,3.0,
2022104092.0,サクラアドリア,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.1120700105711452,180.0,6.0,4.0,2026-0823-01-02-02-08,9.0,
2022104186.0,ヴェントゥーラ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0639991131833567,29.0,1.0,5.0,2026-0830-04-03-04-09,1.0,
2022104387.0,キントラダンサー,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0331413499264531,1075.0,14.0,11.0,2026-0830-04-03-04-09,13.0,
2022104362.0,キョウエイグッド,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0122677443440499,624.0,10.0,11.0,2026-0823-04-03-02-10,6.0,
2022104316.0,ユキノエミリオ,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0337939396589486,790.0,10.0,8.0,2026-0823-04-03-02-08,9.0,
2022104267.0,レヴァンテシチー,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0320054877424932,207.0,6.0,8.0,2026-0830-07-03-04-06,3.0,
